Date,Mkt-RF,SMB,HML,RF
19281112,101.12,96.61,95.40,108.24
19281113,100.07,96.78,95.25,108.26
19281114,100.21,97.09,94.97,108.28
19281115,100.57,97.08,94.35,108.29
19281116,102.35,96.34,94.58,108.31
19281117,102.45,96.32,94.50,108.33
19281119,102.63,95.78,95.47,108.35
19281120,103.77,95.17,96.41,108.37
19281121,98.49,95.60,96.17,108.39
19281122,99.86,95.19,96.86,108.41
19281123,100.26,95.61,96.56,108.42
19281126,100.72,95.68,97.20,108.44
19281127,101.00,96.53,97.01,108.46
19281128,102.11,96.90,96.68,108.48
19281130,102.51,96.50,96.26,108.50
19281201,101.90,96.55,96.89,108.50
19281203,101.18,96.90,96.49,108.50
19281204,100.23,97.39,96.07,108.50
19281205,99.53,98.20,95.71,108.51
19281206,96.46,98.21,94.42,108.51
19281207,94.19,97.72,95.23,108.51
19281208,92.41,97.13,95.23,108.51
19281210,93.92,95.84,95.91,108.51
19281211,96.08,97.13,96.27,108.52
19281212,95.33,96.94,96.47,108.52
19281213,95.01,97.36,96.64,108.52
19281214,100.19,97.33,96.50,108.52
19281215,99.84,97.50,96.59,108.53
19281217,99.63,97.20,96.09,108.53
19281218,100.70,97.12,95.95,108.53
19281219,101.90,96.75,96.28,108.53
19281220,102.28,96.73,96.10,108.53
19281221,103.38,96.42,95.92,108.54
19281222,103.50,96.72,95.63,108.54
19281224,104.40,96.90,94.78,108.54
19281226,99.69,96.91,95.02,108.54
19281227,100.35,96.16,95.02,108.55
19281228,101.34,95.64,95.18,108.55
19281229,101.54,95.93,95.33,108.55
19281231,102.92,95.59,95.85,108.55
19290102,104.45,95.99,95.64,108.57
19290103,104.55,96.11,95.33,108.58
19290104,104.52,95.68,95.96,108.59
19290105,103.60,96.11,95.74,108.61
19290107,98.70,95.76,96.01,108.62
19290108,98.47,95.94,96.23,108.64
19290109,101.20,96.00,96.32,108.65
19290110,101.47,96.31,96.10,108.66
19290111,101.43,96.51,96.09,108.68
19290112,101.15,96.54,96.22,108.69
19290114,101.40,96.70,96.47,108.71
19290115,100.41,96.59,96.46,108.72
19290116,101.32,96.42,96.80,108.74
19290117,100.71,96.07,96.83,108.75
19290118,100.75,96.30,96.93,108.76
19290119,100.19,96.05,97.23,108.78
19290121,100.35,95.88,97.23,108.79
19290122,100.94,95.42,96.98,108.81
19290123,101.48,94.71,96.45,108.82
19290124,100.64,94.87,95.83,108.83
19290125,101.82,94.30,94.55,108.85
19290126,102.17,94.12,94.47,108.86
19290128,99.73,94.24,94.51,108.88
19290129,99.46,94.05,94.24,108.89
19290130,100.34,93.38,93.96,108.90
19290131,101.70,92.53,94.74,108.92
19290201,102.27,92.20,95.46,108.94
19290202,102.28,92.48,96.14,108.96
19290204,101.83,93.13,96.22,108.98
19290205,102.06,93.28,96.02,109.00
19290206,101.22,93.08,95.37,109.02
19290207,97.03,93.13,95.77,109.04
19290208,96.10,92.64,96.38,109.06
19290211,102.18,91.83,97.05,109.08
19290213,102.28,92.21,96.18,109.10
19290214,101.64,91.83,96.66,109.12
19290215,99.99,92.38,96.12,109.13
19290216,98.59,91.93,96.45,109.15
19290218,99.70,91.56,96.78,109.17
19290219,99.90,92.42,96.46,109.19
19290220,100.84,92.69,96.33,109.21
19290221,101.58,92.28,96.42,109.23
19290225,100.28,92.68,96.18,109.25
19290226,100.64,92.79,95.88,109.27
19290227,101.71,92.50,96.43,109.29
19290228,102.74,92.15,96.31,109.31
19290301,103.77,92.02,96.68,109.33
19290302,103.49,91.87,97.28,109.34
19290304,102.57,91.81,97.65,109.36
19290305,99.32,91.33,98.17,109.37
19290306,97.76,91.00,97.88,109.39
19290307,100.76,90.46,98.25,109.40
19290308,101.34,90.43,98.28,109.42
19290309,101.33,90.80,98.02,109.43
19290311,100.02,91.13,97.76,109.45
19290312,100.27,90.73,97.82,109.46
19290313,101.25,90.46,98.00,109.48
19290314,102.82,90.29,97.65,109.50
19290315,101.07,90.01,97.61,109.51
19290316,101.34,90.06,97.65,109.53
19290318,99.57,90.02,97.74,109.54
19290319,99.59,89.54,98.28,109.56
19290320,99.61,89.10,98.81,109.57
19290321,99.18,89.34,98.21,109.59
19290322,98.04,89.48,97.49,109.60
19290323,97.08,89.57,97.16,109.62
19290325,94.03,89.04,96.85,109.63
19290326,98.84,86.70,96.88,109.65
19290327,102.08,87.29,97.24,109.66
19290328,101.63,87.84,97.77,109.68
19290401,99.33,87.57,97.75,109.70
19290402,100.52,87.72,98.11,109.71
19290403,99.43,88.08,98.16,109.73
19290404,100.62,87.68,98.36,109.74
19290405,99.87,88.30,97.63,109.76
19290406,99.99,87.86,98.27,109.77
19290408,99.05,88.12,97.61,109.79
19290409,98.19,87.48,97.25,109.80
19290410,100.49,87.32,97.32,109.82
19290411,101.51,86.91,97.85,109.83
19290412,102.15,87.38,97.28,109.85
19290413,102.13,87.57,97.49,109.86
19290415,101.54,88.11,97.29,109.88
19290416,101.59,88.08,97.06,109.89
19290417,102.63,87.64,97.18,109.91
19290418,100.38,87.81,96.76,109.93
19290419,100.35,87.89,96.57,109.94
19290420,100.19,87.80,96.19,109.96
19290422,101.02,87.49,96.26,109.97
19290423,101.47,87.67,96.12,109.99
19290424,101.22,87.70,96.48,110.00
19290425,100.62,87.77,96.70,110.02
19290426,100.53,87.64,96.32,110.03
19290427,101.09,87.78,96.77,110.05
19290429,99.47,87.85,97.33,110.06
19290430,101.11,86.72,98.71,110.08
19290501,100.11,87.08,98.25,110.10
19290502,100.25,87.16,97.92,110.12
19290503,101.00,87.08,97.39,110.14
19290504,101.32,86.60,97.69,110.15
19290506,100.79,86.51,97.40,110.17
19290507,100.10,86.59,97.38,110.19
19290508,100.20,86.50,97.31,110.21
19290509,99.45,86.46,97.32,110.23
19290510,100.62,86.26,97.45,110.25
19290511,99.66,86.49,97.61,110.27
19290513,97.54,86.19,97.38,110.29
19290514,98.41,85.79,96.77,110.30
19290515,98.09,85.88,96.76,110.32
19290516,98.16,85.53,96.41,110.34
19290517,98.66,85.65,96.34,110.36
19290518,98.48,85.56,96.21,110.38
19290520,98.03,85.92,96.97,110.40
19290521,98.08,84.88,96.53,110.42
19290522,96.83,85.73,95.96,110.44
19290523,98.32,84.61,95.79,110.45
19290524,97.86,85.13,95.77,110.47
19290525,97.50,84.71,95.70,110.49
19290527,94.38,84.21,95.56,110.51
19290528,95.43,83.20,95.77,110.53
19290529,95.53,83.04,96.66,110.55
19290531,100.57,82.05,97.06,110.57
19290601,101.18,82.33,97.08,110.59
19290603,101.27,82.21,97.71,110.61
19290604,102.69,82.51,96.95,110.64
19290605,102.37,82.72,96.34,110.66
19290606,102.65,82.52,96.79,110.68
19290607,102.18,82.52,96.39,110.71
19290608,101.82,82.39,97.29,110.73
19290610,101.27,82.53,97.61,110.75
19290611,100.40,82.36,97.20,110.78
19290612,100.43,82.58,96.87,110.80
19290613,101.24,82.14,96.85,110.82
19290614,101.55,82.41,97.13,110.85
19290615,101.85,82.24,97.87,110.87
19290617,103.09,81.67,97.30,110.89
19290618,103.27,81.64,97.31,110.92
19290619,102.59,81.95,96.82,110.94
19290620,103.04,81.80,96.52,110.96
19290621,100.67,81.49,96.94,110.99
19290622,100.98,81.53,97.57,111.01
19290624,99.79,81.71,96.85,111.03
19290625,100.56,81.37,95.97,111.06
19290626,101.12,81.35,96.00,111.08
19290627,101.16,81.32,95.54,111.10
19290628,102.11,80.57,94.75,111.13
19290629,102.99,80.32,94.67,111.15
19290701,103.37,80.13,94.96,111.16
19290702,101.11,79.38,95.19,111.18
19290703,101.44,79.53,94.83,111.19
19290705,100.47,79.70,94.40,111.21
19290706,100.63,79.59,94.32,111.22
19290708,100.67,80.10,95.22,111.24
19290709,100.78,80.33,95.22,111.25
19290710,100.48,80.35,95.04,111.26
19290711,100.73,80.17,94.68,111.28
19290712,101.66,79.55,94.90,111.29
19290713,100.40,79.16,96.00,111.31
19290715,99.94,78.91,96.97,111.32
19290716,100.48,78.71,97.06,111.34
19290717,100.75,78.75,96.82,111.35
19290718,100.63,78.65,96.78,111.37
19290719,100.96,78.20,97.53,111.38
19290720,101.11,78.13,97.71,111.40
19290722,99.99,78.27,97.42,111.41
19290723,101.02,77.62,97.61,111.42
19290724,99.51,77.41,97.73,111.44
19290725,100.02,76.97,97.01,111.45
19290726,99.60,76.97,97.13,111.47
19290727,99.16,77.31,96.69,111.48
19290729,98.01,77.51,97.11,111.50
19290730,98.88,77.47,97.11,111.51
19290731,99.95,77.31,97.12,111.53
19290801,100.76,76.80,96.96,111.54
19290802,101.70,75.91,96.91,111.56
19290803,100.51,75.52,96.30,111.58
19290805,99.90,75.14,97.06,111.59
19290806,99.53,75.30,97.08,111.61
19290807,98.51,75.41,97.45,111.63
19290808,99.40,74.85,97.53,111.64
19290809,95.81,75.05,97.91,111.66
19290810,97.34,74.46,98.38,111.68
19290812,98.77,74.30,98.55,111.69
19290813,99.46,73.87,98.33,111.71
19290814,100.14,73.49,98.21,111.73
19290815,100.43,73.45,98.39,111.74
19290816,101.80,73.18,98.06,111.76
19290817,102.05,73.29,98.91,111.78
19290819,102.56,72.78,98.29,111.79
19290820,102.87,72.78,98.42,111.81
19290821,102.49,72.77,98.30,111.83
19290822,103.36,72.38,97.78,111.84
19290823,104.33,71.49,97.40,111.86
19290824,100.22,71.06,97.54,111.88
19290826,100.17,70.94,97.86,111.89
19290827,99.92,70.95,97.87,111.91
19290828,99.89,70.87,98.02,111.93
19290829,100.73,70.80,98.10,111.94
19290830,101.83,70.42,97.36,111.96
19290903,102.19,70.22,96.84,111.98
19290904,101.65,70.29,96.10,111.99
19290905,99.71,70.81,96.31,112.01
19290906,102.06,69.95,96.11,112.03
19290907,102.39,69.77,96.33,112.05
19290909,99.41,69.84,96.19,112.06
19290910,97.70,70.78,96.16,112.08
19290911,98.86,69.98,96.45,112.10
19290912,97.87,70.78,96.41,112.11
19290913,98.12,70.88,96.19,112.13
19290914,98.33,70.85,96.25,112.15
19290916,99.35,70.52,96.13,112.16
19290917,99.37,71.14,95.87,112.18
19290918,99.81,70.47,96.35,112.20
19290919,100.01,70.46,96.08,112.21
19290920,99.14,70.83,95.99,112.23
19290921,99.06,70.97,95.86,112.25
19290923,98.78,70.85,95.95,112.26
19290924,97.27,71.20,96.15,112.28
19290925,97.12,70.81,96.18,112.30
19290926,98.04,70.87,95.71,112.31
19290927,97.58,71.30,96.14,112.33
19290928,97.87,70.84,96.53,112.35
19290930,99.19,71.35,96.60,112.37
19291001,98.52,70.98,96.50,112.39
19291002,99.25,70.94,96.36,112.41
19291003,95.61,71.83,97.23,112.43
19291004,94.45,70.57,97.39,112.45
19291005,98.13,70.19,96.35,112.47
19291007,99.85,70.32,96.89,112.49
19291008,99.99,70.58,96.95,112.51
19291009,99.79,70.40,97.21,112.53
19291010,101.40,69.98,96.73,112.55
19291011,101.24,70.30,96.96,112.57
19291014,100.72,70.49,96.63,112.59
19291015,100.04,70.71,96.77,112.61
19291016,96.98,71.47,97.60,112.63
19291017,97.97,70.28,97.62,112.65
19291018,95.70,71.19,98.66,112.67
19291019,97.20,71.37,99.53,112.69
19291021,95.89,70.60,99.82,112.71
19291022,101.97,70.34,99.46,112.73
19291023,96.21,70.78,99.95,112.75
19291024,92.51,68.09,101.34,112.77
19291025,93.90,68.17,101.58,112.79
19291026,93.57,68.96,102.32,112.81
19291028,83.01,69.99,105.67,112.83
19291029,73.04,69.88,108.11,112.85
19291030,112.16,64.95,106.10,112.87
19291031,119.00,66.66,104.26,112.89
19291104,95.71,67.94,105.88,112.92
19291106,86.38,68.88,108.32,112.94
19291107,88.26,65.67,107.97,112.97
19291108,88.27,67.44,108.18,112.99
19291111,83.33,68.39,110.27,113.02
19291112,78.33,67.51,110.54,113.04
19291113,73.96,66.33,111.61,113.07
19291114,107.85,64.38,109.95,113.09
19291115,114.57,65.54,107.08,113.12
19291118,98.83,66.99,107.23,113.14
19291119,101.39,65.93,107.50,113.17
19291120,103.87,65.79,107.65,113.19
19291121,106.10,65.06,106.73,113.22
19291122,105.61,65.47,107.80,113.24
19291125,104.44,65.77,108.61,113.27
19291126,102.04,66.28,109.79,113.29
19291127,100.98,65.54,109.37,113.32
19291202,101.02,65.37,109.14,113.33
19291203,102.78,65.05,108.45,113.35
19291204,104.66,65.13,108.78,113.37
19291205,104.22,65.72,108.60,113.38
19291206,106.32,65.05,108.01,113.40
19291207,107.46,64.94,107.57,113.42
19291209,106.46,65.36,107.47,113.43
19291210,106.84,64.69,107.27,113.45
19291211,99.50,64.95,107.32,113.47
19291212,94.57,65.59,108.58,113.49
19291213,101.92,64.47,109.02,113.50
19291214,103.15,64.69,109.67,113.52
19291216,100.71,65.53,110.36,113.54
19291217,101.33,65.00,110.15,113.55
19291218,100.77,65.28,110.28,113.57
19291219,98.34,64.92,110.70,113.59
19291220,95.14,63.98,112.13,113.60
19291221,101.59,63.64,111.84,113.62
19291223,100.20,63.48,111.56,113.64
19291224,100.45,63.48,111.28,113.66
19291226,102.55,63.19,110.54,113.67
19291227,102.31,62.86,110.47,113.69
19291228,101.55,62.84,111.31,113.71
19291230,102.31,62.25,109.80,113.72
19291231,105.05,62.86,109.44,113.74
19300102,104.05,64.03,108.61,113.75
19300103,100.63,63.71,109.34,113.75
19300104,101.34,63.94,109.08,113.76
19300106,100.02,64.17,108.78,113.76
19300107,99.33,64.63,109.30,113.77
19300108,99.21,64.76,110.07,113.77
19300109,100.45,64.69,109.75,113.78
19300110,100.23,64.85,110.02,113.79
19300111,99.74,65.10,110.42,113.79
19300113,100.04,64.89,110.30,113.80
19300114,100.18,64.78,110.84,113.80
19300115,100.38,64.56,110.44,113.81
19300116,99.41,64.50,111.87,113.81
19300117,98.63,64.46,111.62,113.82
19300118,98.86,64.17,111.47,113.83
19300120,99.11,64.40,110.99,113.83
19300121,99.68,64.25,111.22,113.84
19300122,99.79,64.65,111.32,113.84
19300123,100.73,64.53,111.19,113.85
19300124,100.69,64.75,110.49,113.85
19300125,101.45,64.80,111.14,113.86
19300127,100.33,64.72,110.51,113.87
19300128,99.79,65.09,110.53,113.87
19300129,100.80,65.02,110.50,113.88
19300130,101.05,65.02,109.97,113.88
19300131,102.45,65.02,108.33,113.89
19300201,103.26,64.87,107.60,113.90
19300203,102.63,65.13,107.93,113.92
19300204,100.78,65.02,107.54,113.93
19300205,101.82,64.80,107.80,113.95
19300206,99.19,64.98,108.28,113.96
19300207,98.93,64.96,108.83,113.98
19300208,99.74,64.63,108.80,113.99
19300210,99.67,64.78,109.00,114.01
19300211,100.22,64.83,109.13,114.02
19300213,100.38,64.94,108.93,114.04
19300214,100.44,65.03,110.00,114.05
19300215,99.20,65.28,109.79,114.07
19300217,99.79,65.20,108.92,114.08
19300218,100.21,65.42,109.04,114.10
19300219,99.49,65.56,108.85,114.11
19300220,97.60,65.72,109.35,114.13
19300221,98.71,65.09,109.49,114.14
19300224,97.83,65.24,109.12,114.16
19300225,97.84,65.17,108.77,114.17
19300226,99.42,64.82,108.58,114.19
19300227,100.25,65.14,108.69,114.20
19300228,100.80,65.17,108.41,114.21
19300301,100.62,65.37,107.81,114.23
19300303,100.52,65.86,107.61,114.24
19300304,101.02,65.64,107.66,114.26
19300305,100.31,65.69,107.93,114.27
19300306,101.11,65.67,107.24,114.29
19300307,101.20,66.04,107.09,114.30
19300308,101.32,66.25,106.94,114.32
19300310,100.45,66.19,106.54,114.33
19300311,100.63,66.01,106.62,114.35
19300312,99.19,66.24,107.75,114.36
19300313,99.60,66.36,107.40,114.38
19300314,98.92,66.73,108.12,114.39
19300315,98.43,67.15,108.56,114.41
19300317,99.71,66.98,108.65,114.42
19300318,100.68,66.84,109.35,114.44
19300319,100.98,66.99,109.24,114.45
19300320,100.54,66.59,109.03,114.47
19300321,101.08,66.67,109.04,114.48
19300322,99.12,67.05,109.38,114.50
19300324,100.06,67.47,109.45,114.51
19300325,100.09,67.43,109.53,114.53
19300326,101.08,66.91,109.20,114.54
19300327,100.91,67.04,108.67,114.56
19300328,101.79,66.86,109.44,114.57
19300329,102.63,66.87,108.96,114.59
19300331,100.28,67.00,108.96,114.60
19300401,101.04,66.95,108.62,114.61
19300402,99.03,67.40,107.74,114.62
19300403,99.30,67.15,107.60,114.63
19300404,100.34,67.03,107.49,114.64
19300405,100.84,66.87,106.66,114.65
19300407,100.81,67.06,107.05,114.66
19300408,100.17,66.79,107.28,114.67
19300409,101.46,66.52,106.14,114.68
19300410,100.06,66.81,105.66,114.69
19300411,99.69,66.86,106.21,114.70
19300412,100.00,66.94,105.79,114.72
19300414,99.76,67.43,105.84,114.73
19300415,99.74,67.51,105.47,114.74
19300416,99.01,67.59,104.92,114.75
19300417,99.51,67.52,104.64,114.76
19300421,98.01,67.85,104.96,114.77
19300422,98.47,67.41,105.77,114.78
19300423,100.39,67.48,106.54,114.79
19300424,99.54,67.65,107.23,114.80
19300425,99.80,67.48,107.15,114.81
19300426,99.83,67.06,107.40,114.82
19300428,97.73,67.09,107.46,114.83
19300429,97.28,66.43,107.34,114.84
19300430,98.04,66.82,107.87,114.85
19300501,96.13,67.39,107.48,114.86
19300502,93.77,66.99,108.11,114.87
19300503,96.81,66.38,110.32,114.88
19300505,96.63,64.79,110.24,114.90
19300506,103.14,65.81,108.48,114.91
19300507,102.20,66.16,108.81,114.92
19300508,102.43,65.84,108.22,114.93
19300509,103.43,65.57,108.19,114.94
19300510,104.86,65.70,107.20,114.95
19300512,104.85,65.91,106.94,114.96
19300513,105.94,65.67,107.15,114.98
19300514,100.57,65.95,107.29,114.99
19300515,99.30,66.14,108.22,115.00
19300516,100.51,66.20,108.25,115.01
19300517,100.54,66.18,108.66,115.02
19300519,98.69,66.34,108.75,115.03
19300520,98.82,65.94,109.50,115.04
19300521,98.47,65.71,109.00,115.06
19300522,98.63,65.73,109.28,115.07
19300523,99.61,65.85,108.00,115.08
19300524,100.57,65.53,108.10,115.09
19300526,100.69,65.54,108.15,115.10
19300527,100.09,65.47,107.59,115.11
19300528,100.43,65.34,107.16,115.13
19300529,100.92,65.41,107.05,115.14
19300602,100.75,65.61,107.32,115.15
19300603,99.92,65.59,107.82,115.16
19300604,100.21,65.35,107.79,115.17
19300605,98.80,65.44,108.23,115.19
19300606,98.53,65.43,108.61,115.20
19300607,96.75,65.23,109.27,115.21
19300609,97.03,64.84,108.61,115.23
19300610,99.15,63.84,108.80,115.24
19300611,95.97,63.88,109.50,115.25
19300612,95.49,63.64,108.77,115.26
19300613,96.16,63.54,109.55,115.28
19300614,94.46,64.24,109.40,115.29
19300616,89.38,63.69,110.21,115.30
19300617,99.81,62.63,111.20,115.31
19300618,96.40,61.62,112.52,115.33
19300619,104.27,61.43,111.47,115.34
19300620,102.45,62.46,110.40,115.35
19300621,99.77,62.42,112.44,115.36
19300623,101.07,61.82,111.47,115.38
19300624,98.44,63.19,111.14,115.39
19300625,98.57,61.96,110.33,115.40
19300626,100.74,62.23,110.63,115.42
19300627,99.13,62.60,110.75,115.43
19300628,99.46,62.72,110.13,115.44
19300630,102.50,62.86,109.27,115.45
19300701,101.79,63.56,110.22,115.46
19300702,102.68,63.10,110.20,115.47
19300703,101.71,63.46,110.60,115.48
19300707,99.96,63.66,110.23,115.49
19300708,100.33,62.60,110.38,115.50
19300709,101.68,62.93,110.23,115.51
19300710,102.15,62.01,110.76,115.52
19300711,101.23,62.64,110.38,115.53
19300712,101.55,61.99,110.13,115.54
19300714,103.49,62.10,110.21,115.55
19300715,103.96,62.69,110.89,115.56
19300716,104.67,62.29,111.26,115.56
19300717,105.29,62.77,110.92,115.57
19300718,106.04,63.00,110.11,115.58
19300719,105.18,63.30,110.63,115.59
19300721,97.44,63.08,111.23,115.60
19300722,98.86,62.66,110.37,115.61
19300723,101.40,62.98,109.59,115.62
19300724,100.40,63.08,109.25,115.63
19300725,100.89,62.64,108.72,115.64
19300726,101.81,62.47,108.72,115.65
19300728,102.15,62.58,108.21,115.66
19300729,101.37,62.70,108.04,115.67
19300730,99.03,62.87,108.29,115.68
19300731,100.53,62.60,107.57,115.68
19300801,100.07,62.70,107.80,115.69
19300802,100.45,62.77,107.91,115.69
19300804,101.77,62.29,107.32,115.70
19300805,101.64,62.34,107.48,115.70
19300806,100.25,62.69,107.50,115.71
19300807,99.52,62.75,107.10,115.71
19300808,95.77,63.15,107.47,115.72
19300809,95.60,62.86,106.85,115.72
19300811,100.84,62.50,106.83,115.73
19300812,98.56,62.97,107.50,115.73
19300813,100.87,62.10,107.50,115.74
19300814,101.27,62.33,107.18,115.74
19300815,103.45,61.35,107.67,115.75
19300816,103.46,61.84,108.17,115.75
19300818,103.07,61.97,107.39,115.75
19300819,103.88,61.88,107.19,115.76
19300820,104.42,61.65,106.92,115.76
19300821,99.39,61.93,106.44,115.77
19300822,99.51,61.93,106.54,115.77
19300823,100.52,61.89,106.29,115.78
19300825,99.74,62.07,106.22,115.78
19300826,100.89,61.27,106.71,115.79
19300827,101.44,61.41,106.50,115.79
19300828,101.33,61.37,106.58,115.80
19300829,102.72,61.12,106.79,115.80
19300902,102.78,61.28,106.99,115.81
19300903,99.05,61.34,106.99,115.82
19300904,98.49,61.21,107.01,115.83
19300905,101.31,61.41,107.43,115.84
19300906,102.51,61.02,107.67,115.85
19300908,102.62,61.38,107.28,115.86
19300909,103.04,61.59,106.42,115.87
19300910,103.43,61.82,106.25,115.88
19300911,102.43,61.97,107.36,115.89
19300912,102.01,62.19,106.79,115.90
19300913,99.87,61.93,106.76,115.92
19300915,98.65,62.09,106.74,115.93
19300916,100.17,61.55,106.28,115.94
19300917,100.42,61.69,106.13,115.95
19300918,99.31,61.83,106.11,115.96
19300919,97.71,61.61,105.73,115.97
19300920,97.95,61.58,105.84,115.98
19300922,95.48,61.73,105.72,115.99
19300923,96.33,60.98,104.71,116.00
19300924,98.53,60.92,104.04,116.01
19300925,96.56,60.83,104.27,116.02
19300926,98.50,60.72,103.31,116.03
19300927,97.86,60.38,103.09,116.04
19300929,95.88,60.52,102.07,116.05
19300930,94.41,59.50,100.34,116.06
19301001,97.97,59.19,101.95,116.07
19301002,96.97,59.89,101.38,116.07
19301003,98.24,59.62,101.81,116.07
19301004,99.13,60.27,101.40,116.08
19301006,96.26,60.60,100.93,116.08
19301007,99.79,59.47,100.65,116.08
19301008,98.82,59.85,101.46,116.09
19301009,94.98,60.22,101.33,116.09
19301010,96.77,58.05,100.17,116.09
19301011,94.75,59.84,101.56,116.10
19301014,95.63,58.69,100.34,116.10
19301015,97.31,58.94,100.95,116.10
19301016,98.58,59.32,101.12,116.11
19301017,95.01,59.74,100.41,116.11
19301018,98.86,59.28,99.22,116.11
19301020,101.67,58.34,99.84,116.12
19301021,99.24,59.18,98.85,116.12
19301022,98.40,58.60,98.98,116.12
19301023,99.33,58.76,99.06,116.13
